timestamp,window,true_hr,true_spo2
2026-03-19T16:06:19.663,24,63,97
2026-03-19T16:06:23.320,25,71,97
2026-03-19T16:06:25.303,25,74,96
2026-03-19T16:06:30.343,25,76,96
2026-03-19T16:06:38.489,26,87,95
2026-03-19T16:06:40.792,26,89,95
2026-03-19T16:06:44.343,26,84,95
2026-03-19T16:06:47.109,26,82,96
2026-03-19T16:06:50.054,27,88,98
2026-03-19T16:06:52.365,27,91,98
2026-03-19T16:06:55.727,27,89,98
2026-03-19T16:06:57.339,27,88,98
2026-03-19T16:06:58.880,27,88,98
2026-03-19T16:07:02.766,28,87,97
2026-03-19T16:07:04.407,28,83,97
2026-03-19T16:07:06.358,28,82,97
2026-03-19T16:07:08.864,28,80,97
2026-03-19T16:07:11.380,28,77,97
2026-03-19T16:07:14.902,29,77,96
2026-03-19T16:07:16.969,29,76,97
2026-03-19T16:07:21.055,29,79,97
2026-03-19T16:07:22.571,29,81,97
2026-03-19T16:07:24.410,29,79,97
2026-03-19T16:07:28.899,30,78,97
2026-03-19T16:07:30.419,30,96,97
2026-03-19T16:07:32.759,30,76,97
2026-03-19T16:07:35.399,30,81,97
2026-03-19T16:07:37.551,30,84,97
2026-03-19T16:07:41.419,31,81,97
2026-03-19T16:07:42.617,31,80,97
2026-03-19T16:07:44.245,31,79,97
2026-03-19T16:07:46.269,31,79,97
2026-03-19T16:07:47.780,31,78,97
2026-03-19T16:07:48.944,31,77,97
2026-03-19T16:07:50.313,31,77,97
2026-03-19T16:07:53.783,32,80,97
2026-03-19T16:07:55.587,32,80,97
2026-03-19T16:07:57.728,32,80,97
2026-03-19T16:08:00.020,32,82,97
2026-03-19T16:08:03.020,32,89,97
2026-03-19T16:08:06.571,33,88,97
2026-03-19T16:08:08.259,33,88,97
2026-03-19T16:08:10.436,33,87,97
2026-03-19T16:08:11.416,33,84,97
2026-03-19T16:08:12.778,33,83,97
2026-03-19T16:08:13.739,33,81,97
2026-03-19T16:08:15.194,33,80,97
2026-03-19T16:08:16.470,33,80,97
2026-03-19T16:08:19.947,34,80,97
2026-03-19T16:08:21.138,34,79,97
2026-03-19T16:08:22.537,34,79,97
2026-03-19T16:08:24.257,34,79,97
2026-03-19T16:08:25.548,34,80,97
2026-03-19T16:08:28.972,34,81,97
2026-03-19T16:08:32.697,35,81,97
2026-03-19T16:08:35.199,35,84,97
2026-03-19T16:08:37.679,35,89,96
2026-03-19T16:08:40.279,35,95,96
2026-03-19T16:08:41.657,35,98,96
2026-03-19T16:08:45.867,36,98,97
2026-03-19T16:08:48.990,36,96,97
2026-03-19T16:08:50.613,36,93,97
2026-03-19T16:08:52.682,36,94,97
2026-03-19T16:08:54.224,36,96,97
2026-03-19T16:08:55.663,36,95,97
2026-03-19T16:08:59.390,37,90,97
2026-03-19T16:09:01.277,37,89,97
2026-03-19T16:09:05.403,37,95,97
2026-03-19T16:09:07.182,37,89,97
