timestamp,window,true_hr,true_spo2
2026-04-16T16:49:25.411,4,87,97
2026-04-16T16:49:25.411,4,88,97
2026-04-16T16:49:25.411,4,87,97
2026-04-16T16:49:25.411,4,87,97
2026-04-16T16:49:25.411,4,88,97
2026-04-16T16:49:25.411,4,87,97
2026-04-16T16:49:25.411,4,85,98
2026-04-16T16:49:25.411,4,84,97
2026-04-16T16:49:25.411,4,83,98
2026-04-16T16:49:25.411,4,78,98
2026-04-16T16:49:25.411,4,77,98
2026-04-16T16:49:25.411,4,75,98
2026-04-16T16:50:01.645,5,75,98
2026-04-16T16:50:01.645,5,76,98
2026-04-16T16:50:01.645,5,78,98
2026-04-16T16:50:01.645,5,78,98
2026-04-16T16:50:01.645,5,80,98
2026-04-16T16:50:01.645,5,82,98
2026-04-16T16:50:01.645,5,83,98
2026-04-16T16:50:01.645,5,81,98
2026-04-16T16:50:01.645,5,81,98
2026-04-16T16:50:01.645,5,80,97
2026-04-16T16:50:01.645,5,84,97
2026-04-16T16:50:01.645,5,84,97
2026-04-16T16:50:01.645,5,84,97
2026-04-16T16:50:01.645,5,81,97
2026-04-16T16:50:01.645,5,80,97
2026-04-16T16:50:01.645,5,78,97
2026-04-16T16:50:01.645,5,76,97
2026-04-16T16:50:01.645,5,77,97
2026-04-16T16:50:01.645,5,77,97
2026-04-16T16:51:11.316,6,85,97
2026-04-16T16:51:11.316,6,89,97
2026-04-16T16:51:11.316,6,90,97
2026-04-16T16:51:11.316,6,91,97
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,92,96
2026-04-16T16:51:11.316,6,93,96
2026-04-16T16:51:11.316,6,89,97
2026-04-16T16:51:11.316,6,88,97
2026-04-16T16:51:11.316,6,85,97
2026-04-16T16:51:11.316,6,86,96
2026-04-16T16:51:11.316,6,90,96
2026-04-16T16:51:11.316,6,88,96
2026-04-16T16:51:11.316,6,85,96
2026-04-16T16:51:11.316,6,87,96
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,96,96
2026-04-16T16:51:11.316,6,95,96
2026-04-16T16:51:11.316,6,94,96
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,91,96
2026-04-16T16:51:11.316,6,91,97
2026-04-16T16:51:11.316,6,91,97
2026-04-16T16:51:11.316,6,91,97
2026-04-16T16:51:11.316,6,92,97
2026-04-16T16:51:11.316,6,94,97
2026-04-16T16:51:11.316,6,94,97
2026-04-16T16:51:11.316,6,97,97
2026-04-16T16:51:11.316,6,100,97
2026-04-16T16:51:11.316,6,96,97
2026-04-16T16:51:11.316,6,92,97
2026-04-16T16:51:11.316,6,91,97
2026-04-16T16:51:11.316,6,92,97
2026-04-16T16:51:11.316,6,91,97
2026-04-16T16:51:44.590,7,90,97
2026-04-16T16:51:44.590,7,88,97
2026-04-16T16:51:44.590,7,87,97
2026-04-16T16:51:44.590,7,87,97
2026-04-16T16:51:44.590,7,90,97
2026-04-16T16:51:44.590,7,88,97
2026-04-16T16:51:44.590,7,87,97
2026-04-16T16:51:44.590,7,83,97
2026-04-16T16:51:44.590,7,82,97
2026-04-16T16:51:44.590,7,81,97
2026-04-16T16:51:44.590,7,81,97
2026-04-16T16:51:44.590,7,81,97
2026-04-16T16:51:44.590,7,81,97
2026-04-16T16:51:44.590,7,82,97
2026-04-16T16:51:44.590,7,82,97
2026-04-16T16:51:44.591,7,82,97
2026-04-16T16:51:44.591,7,82,97
2026-04-16T16:51:44.591,7,82,97
2026-04-16T16:51:44.591,7,82,97
2026-04-16T16:51:44.591,7,83,97
2026-04-16T16:51:44.591,7,84,97
2026-04-16T16:51:44.591,7,84,96
2026-04-16T16:53:35.363,8,81,96
2026-04-16T16:53:35.363,8,84,96
2026-04-16T16:53:35.363,8,84,96
2026-04-16T16:53:35.363,8,84,96
2026-04-16T16:53:35.363,8,84,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,81,97
2026-04-16T16:53:35.363,8,83,97
2026-04-16T16:53:35.363,8,84,97
2026-04-16T16:53:35.363,8,86,97
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,86,96
2026-04-16T16:53:35.363,8,105,96
2026-04-16T16:53:35.363,8,109,96
2026-04-16T16:53:35.363,8,109,96
2026-04-16T16:54:46.106,9,109,96
2026-04-16T16:54:46.106,9,118,96
2026-04-16T16:54:46.106,9,116,96
2026-04-16T16:54:46.106,9,116,94
2026-04-16T16:54:46.106,9,113,94
2026-04-16T16:54:46.106,9,115,95
2026-04-16T16:54:46.106,9,115,95
2026-04-16T16:54:46.106,9,114,95
2026-04-16T16:54:46.106,9,113,95
2026-04-16T16:54:46.107,9,112,95
2026-04-16T16:54:46.107,9,111,95
2026-04-16T16:54:46.107,9,105,95
2026-04-16T16:54:46.107,9,103,96
2026-04-16T16:54:46.107,9,102,97
2026-04-16T16:54:46.107,9,101,97
2026-04-16T16:54:46.107,9,100,97
2026-04-16T16:54:46.107,9,98,97
2026-04-16T16:54:46.107,9,97,96
2026-04-16T16:54:46.107,9,95,96
2026-04-16T16:54:46.107,9,97,96
2026-04-16T16:54:46.107,9,97,96
2026-04-16T16:54:46.107,9,88,96
2026-04-16T16:54:46.107,9,87,96
2026-04-16T16:54:46.107,9,85,96
2026-04-16T16:54:46.107,9,89,96
2026-04-16T16:54:46.107,9,88,96
2026-04-16T16:54:46.107,9,81,97
2026-04-16T16:54:46.107,9,79,96
2026-04-16T16:54:46.107,9,80,96
2026-04-16T16:54:46.107,9,80,97
2026-04-16T16:54:46.107,9,80,97
2026-04-16T16:54:46.107,9,79,96
2026-04-16T16:54:46.107,9,81,96
2026-04-16T16:54:46.107,9,82,97
2026-04-16T16:54:46.107,9,82,97
2026-04-16T16:54:46.107,9,83,97
